category,title,packsize,price,price_per_unit,image
fresh-produce/dairy-eggs/,Brooklea Yogurt Squishies 70g,ea,69.0c,99c per 100g,https://www.aldi.com.au/fileadmin/_processed_/f/1/csm_ALN2745_Q2_WEB_AUDIT__DAIRY__1x1_228x128_1_1439e01874.jpg
fresh-produce/dairy-eggs/,Brooklea Stampede Chocolate Dairy Snack 12 x 100g,N/A,4.49,37c per 100g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_35_21ef462764.jpg
fresh-produce/dairy-eggs/,Food Envy Chocolate Mousse 2 x 62g,N/A,2.29,$1.85 per 100g,https://www.aldi.com.au/fileadmin/_processed_/1/7/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_2_89aa8053da.jpg
fresh-produce/dairy-eggs/,Food Envy Chocolate Mousse with Salted Caramel 2 x 62g,N/A,2.29,$1.85 per 100g,https://www.aldi.com.au/fileadmin/_processed_/e/b/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_3_44105146f9.jpg
laundry-household/household/,Confidence Samson Paper Towel 3ply 3pk,N/A,2.99,$1.66 per 100 sheets ($1.00 per roll),https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN2364_HOUSEHOLD_1x1_228x128_7_3124977ae3.jpg
laundry-household/household/,Confidence Toilet Tissue Hypoallgerenic 4ply 8pk,N/A,3.99,36c per 100 sheets (50c per roll),https://www.aldi.com.au/fileadmin/_processed_/f/5/csm_ALN2364_HOUSEHOLD_1x1_228x128_8_5bc08f7f42.jpg
fresh-produce/dairy-eggs/,Food Envy Crème Caramel 2 x 150g,N/A,1.99,66c per 100g,https://www.aldi.com.au/fileadmin/_processed_/b/c/csm_ALN2670_Q1_WEB_AUDIT__DAIRY_EGGS__1x1_228x128_4_2e03cf065f.jpg
fresh-produce/dairy-eggs/,Brooklea Vanilla Custard 1kg,N/A,2.99,30c per 100g,https://www.aldi.com.au/fileadmin/_processed_/6/6/csm_ALN2364_AWARDS_DAIRY_1x1_228x128_19_2d59258468.jpg
liquor/spirits/,Highland Earl Blended Scotch Whisky 700ml,N/A,32.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/7/5/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_5_a5e27832de.jpg
liquor/spirits/,Tamova Quadruple Distilled Vodka 700ml,N/A,29.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/0/a/csm_ALN2619_Q4_WEB_AUDIT_SPIRITS_1x1_228x128__68dc19da09.jpg
liquor/spirits/,Darley’s London Style Gin 700ml,N/A,29.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_6_6798243031.jpg
liquor/spirits/,Highland Black 8YO Blended Scotch Whisky 700ml,N/A,36.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/0/5/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128__bf3a04c542.jpg
liquor/spirits/,Bluegrass Kentucky Bourbon 700ml,N/A,29.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/5/1/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_2_e2db5e0930.jpg
liquor/spirits/,Jim Beam Bourbon 700mL,N/A,37.95,N/A,https://www.aldi.com.au/fileadmin/_processed_/9/a/csm_ALN2218_Jim_Beam_Bourbon_700ml_1x1_228x128_62c16953e5.jpg
liquor/spirits/,Baroque Brandy 700ml,N/A,29.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/f/6/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_7_fce9b2f811.jpg
liquor/spirits/,O’Donnells Irish Country Cream Liqueur 700ml,N/A,13.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/5/0/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_3_9e7c9a1dec.jpg
liquor/spirits/,Baileys Irish Cream 700mL,N/A,28.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/8/6/csm_ALN2147_Q4_SPIRITS_1x1_228x128_c9d3ff886a.jpg
liquor/spirits/,Bluegrass Kentucky Straight Bourbon Whiskey & Cola 6pk,6pk,17.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/d/a/csm_ALC7312_LIQUOR_1x1s_228x128_6_c5142c8708.jpg
liquor/spirits/,Striganov Vodka Crush Raspberry 4pk,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/5/8/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_8_29fef96620.jpg
liquor/spirits/,Striganov Vodka Crush Guava 4pk,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_9_b59721ae75.jpg
liquor/spirits/,Striganov Vodka Crush Lemon Lime 4pk,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/b/1/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_10_f094509d99.jpg
liquor/spirits/,Striganov Vodka Crush Watermelon 4pk,N/A,9.99,N/A,https://www.aldi.com.au/fileadmin/_processed_/0/8/csm_ALN2364_AWARDS_SPIRITS_1x1_228x128_11_ffeb0e74f6.jpg
